p_meaca,p_mrgse,p_sigpath,p_ora
0.9845028563789511,0.96786667004653415,0.951,0.34266472110570917
0.9957711368119403,0.9435310734513364,0.974,0.35825174878211685
0.9900666321180405,0.9630480792982502,0.989,0.32088318218592055
0.9907782335017965,0.875332662437034,0.867,0.3333206719584352
0.974522617149396,0.94164549895276906,0.934,0.4203157387656553
0.9943837919353168,0.9652836837872931,0.991,0.3061830971145952
0.9853279129387156,0.985163901522487,0.985,0.35201612462660425
0.9728734200894904,0.9852850648815578,1,0.35201612462660425
0.9876295999531484,0.9198187604863824,0.911,0.3676032206544302
0.99407804125127,0.984897343774118,0.949,0.36136936510749884
0.99306645740259325,0.9528344395453675,0.98,0.3738339474843464
0.9649062515460884,0.9940337664294076,0.992,0.3551339356375234
0.9850413800637342,0.9616681200112562,0.953,0.3008294977786475
0.9879266037824381,0.9359263657350625,0.938,0.3061830971145952
0.989945221980731,0.8874126239593491,0.905,0.3769476599085494
0.9662488211082536,0.996643214810192,0.992,0.39559510918831287
0.9636488104747759,0.9929108328045354,0.994,0.45691983174886097
0.9879544222665823,0.974438602924733,0.936,0.31155084033413977
0.9933341867954223,0.9938237203711381,1,0.4110693341325311
0.9928415037252206,0.8728195663976649,0.846,0.4172371678468154
0.9852886894387458,0.8862050004998419,0.889,0.34578131389160727
0.9952077535454161,0.9119695694075927,0.928,0.32772703698784333
0.9871632596075615,0.9367397355493244,0.939,0.34578131389160727
0.9982019556453123,0.8414309729533047,0.876,0.3800600206465401
0.9935254437312983,0.981513025451003,0.953,0.39559510918831287
0.9666888960210062,0.9311521953869666,0.986,0.3551339356375234
0.9943161037587096,0.8937028197806506,0.901,0.32398963694705646
0.9412277986818846,0.9234206379722971,0.945,0.39559510918831287
0.9977162085546243,0.9933470787377319,0.979,0.3364341913717517
0.9770277289779177,0.7906211282142609,0.789,0.474937578400495
0.9954973131809384,0.8871566824054704,0.855,0.29815837770688625
0.9972487790571535,0.9979358359236986,0.975,0.4295281450035109
0.9823997477948158,0.8990860115640592,0.885,0.31467741394604554
0.9797508443472872,0.9863270817581057,0.985,0.39559510918831287
0.9642284672715744,0.9378350740218643,0.918,0.3676032206544302
0.9994669350763967,0.932874807368921,0.966,0.32232399036709214
0.9868960590247008,0.8367933029347353,0.838,0.3488985165198437
0.9999211002620567,0.9800188565817975,0.981,0.2928282525610862
0.9874797769466296,0.9873448875333364,0.968,0.3769476599085494
0.9848549693974583,0.9345977290619432,0.949,0.34266472110570917
0.9863519220158037,0.9417341337437005,0.92,0.39869552270191977
0.9899263187315456,0.8602578883875425,0.886,0.3769476599085494
0.9906684372660529,0.9933793933859627,0.986,0.34266472110570917
0.9851991279480127,0.9489477760057976,0.93,0.3551339356375234
0.9908642919342445,0.8757955338260535,0.862,0.35201612462660425
0.9915428907960981,0.9855435476653467,0.998,0.31777903462043855
0.9759735251963417,0.9211612358609681,0.929,0.34578131389160727
0.9983388910409648,0.957714499424656,0.969,0.3893871432321445
0.9943176636912237,0.9388097039716482,0.943,0.40179332341975893
0.9992998303016686,0.9886050573459685,0.995,0.3893871432321445
0.9789350170553178,0.9980327827212926,0.986,0.34266472110570917
0.9899096384996107,0.9623863292235242,0.937,0.2795807196530086
0.983579031941799,0.9129974472156668,0.929,0.4387023192853281
0.983571771479455,0.9075465873422033,0.907,0.3302085974228795
0.964190321306528,0.9659858982318171,0.928,0.4048883389021878
0.9983392152559978,0.9832657252457876,1,0.3676032206544302
0.9989821472162387,0.9720162891367378,0.969,0.4295281450035109
0.9926499205035388,0.9893159356763346,1,0.3676032206544302
0.9791456281885548,0.9784924553097919,0.976,0.3766425929757914
0.9624562649378198,0.8137323282153242,0.816,0.407980398654856
0.9964544424764191,0.9472144858214829,0.973,0.3333206719584352
0.9979167579845207,0.9560042715211402,0.948,0.3676032206544302
0.9890904947339217,0.9412909857659195,0.951,0.4172371678468154
0.9914895112706652,0.7722674362996242,0.819,0.32398963694705646
0.9957794395973862,0.8700526531966739,0.869,0.37071907117183533
0.9846305045189385,0.7886642044978388,0.799,0.3333206719584352
0.9959110448037223,0.8885805111028017,0.897,0.4478341868985375
0.9852474568299974,0.9105725375917294,0.912,0.36136936510749884
0.9971604173471033,0.9914243817353636,0.983,0.3333206719584352
0.9920592022765394,0.7740809794821475,0.812,0.42646138512361964
0.9606201638122849,0.9443047342518405,0.952,0.3831708437949557
0.9858325766191144,0.9791062379798308,0.968,0.3302085974228795
0.9834553706883228,0.9948416396060845,1,0.31467741394604554
0.9779534850684266,0.9872237192074801,0.94,0.35825174878211685
0.9767110129116638,0.8562982167063171,0.833,0.34127336498493654
0.9909379757621886,0.981068806500738,0.977,0.3893871432321445
0.9864793447276289,0.9917636778374651,1,0.3769476599085494
0.9920626552672229,0.8778230776157008,0.897,0.32398963694705646
0.9757094470457557,0.9308946395547048,0.933,0.35201612462660425
0.9855455007095282,0.9265172607110399,0.934,0.31467741394604554
0.9657765035415008,0.9753672202623772,0.985,0.35825174878211685
0.9857938610797922,0.9289873174946616,0.907,0.32709818083379555
0.9921658562946059,0.9910527736240565,0.986,0.3333206719584352
0.974140192989664,0.8937268323234869,0.902,0.3385602500435714
0.9972872647000893,0.8880925290896265,0.868,0.3769476599085494
0.9853037561009897,0.9507054979002736,0.948,0.3333206719584352
0.9846604801210577,0.9626849212133476,0.936,0.3142396423106419
0.9782680218981168,0.94005832772104,0.946,0.3008294977786475
0.9953130825138577,0.9775152772077327,0.979,0.36136936510749884
0.9964106308507253,0.8401324998836093,0.807,0.35201612462660425
0.9823067058320193,0.9537780547933215,0.955,0.4172371678468154
0.9882463976345329,0.9539877550808297,0.951,0.3333206719584352
0.987335199984072,0.928633259646447,0.946,0.2848656341217041
0.9757843389685151,0.8152885313065623,0.845,0.32709818083379555
0.9753194362763433,0.9919737194900794,1,0.3924922572595171
0.9921530404590231,0.9790497052095077,0.97,0.34578131389160727
0.9989758289301408,0.9533102698938024,0.957,0.3488985165198437
0.9877507071092764,0.9275228988807167,0.941,0.3644865874913873
0.9881435758652748,0.8814570848466274,0.887,0.3676032206544302
0.9980934237075973,0.9177130585004281,0.906,0.31467741394604554
0.9955776391801122,0.8231118915961824,0.824,0.32398963694705646
0.9716501098293443,0.9085978945481737,0.929,0.34578131389160727
0.9666081135508586,0.986165527302209,1,0.33313950817721655
0.9876386010283207,0.9716771854417673,0.987,0.32502426305710114
0.9783369058531226,0.9753914451814536,0.958,0.39869552270191977
0.9964827169634584,0.9055407258522765,0.893,0.3644865874913873
0.988538323730686,0.9348392861394179,0.95,0.31777903462043855
0.9968717291299227,0.9516812187280529,0.985,0.3302085974228795
0.98638474422943,0.9375612286339791,0.921,0.3924922572595171
0.9835446423582888,0.9008814547007966,0.896,0.34127336498493654
0.9860537868511372,0.896473921055817,0.896,0.32709818083379555
0.9943335189665756,0.7945389245878365,0.794,0.33313950817721655
0.9928291807013542,0.9348473379022695,0.969,0.3302085974228795
0.9702071720296778,0.9430878538015763,0.944,0.3333206719584352
0.9997885037377449,0.9987114113389254,0.998,0.35825174878211685
0.9973514813812295,0.8197332185978812,0.828,0.32398963694705646
0.995994031516254,0.9677617309669023,0.94,0.39559510918831287
0.9928941635337692,0.9277159927044258,0.956,0.31777903462043855
0.9744502182934053,0.9660423995400453,0.959,0.39559510918831287
0.9976629655896294,0.9824337880626814,0.993,0.3644865874913873
0.99926140612145,0.8780306634846947,0.893,0.4203157387656553
0.9862004786736857,0.9142343004978472,0.888,0.3488985165198437
0.99271194056499,0.8767054360290623,0.896,0.39559510918831287
0.9687110322151334,0.970409629003817,0.985,0.3862799453533804
0.9891732326782147,0.8619446042133061,0.867,0.45086805987131706
0.9985587142053305,0.9639600434154934,0.944,0.36136936510749884
0.9853825399299599,0.940404748394096,0.916,0.3488985165198437
0.9776499288397366,0.9649124088281961,0.98,0.3800600206465401
0.9577231407419885,0.9677294408566357,0.97,0.3395489443002573
0.9958072552156996,0.9839280573997382,0.98,0.29815837770688625
0.985763462408334,0.9559316710230534,0.934,0.3333206719584352
0.9535352765538231,0.9930724053432164,0.983,0.4172371678468154
0.9994719605969236,0.9615793537276734,0.967,0.4141549787423916
0.9854828741767093,0.80817378196952006,0.813,0.3302085974228795
0.9932647908184088,0.9698767934396335,0.965,0.3302085974228795
0.9915370365430963,0.8154614887920303,0.794,0.37071907117183533
0.9886339460727127,0.9071132718748611,0.926,0.34266472110570917
0.9698664827341456,0.9690614171749068,0.932,0.3676032206544302
0.9527117520318575,0.8894125680860773,0.891,0.36302558658144685
0.9684145006532672,0.9088788059517012,0.926,0.37071907117183533
0.9924571850633176,0.871623301993433,0.859,0.37071907117183533
0.99535350686781,0.8593431819874497,0.846,0.39869552270191977
0.9895217049544583,0.9150134684238038,0.927,0.39559510918831287
0.9817697106575065,0.9773941412628956,1,0.4233905307780288
0.9943318547750272,0.9938156413750255,0.998,0.3385602500435714
0.9928794232443067,0.9452557630468651,0.968,0.39559510918831287
0.9991558173703579,0.8721017748512988,0.878,0.3304321668905799
0.9997016590726306,0.9174559125363635,0.921,0.3644865874913873
0.9848624291654132,0.9560526720067868,0.939,0.35201612462660425
0.9963240451985101,0.9383183494302717,0.93,0.3395489443002573
0.9922681069940986,0.8705867731092712,0.876,0.33313950817721655
0.9829960124910334,0.9860201285585785,0.997,0.32502426305710114
0.9772895130965719,0.9617891641000244,0.938,0.43564876397926233
0.9834211111702127,0.9425721326827055,0.953,0.32772703698784333
0.9912983326534721,0.9991638310007639,0.975,0.4110693341325311
0.9939309562329915,0.9641133865976595,0.967,0.36136936510749884
0.9686707385679084,0.9395266361327868,0.97,0.35825174878211685
0.9890795274246423,0.8724526793499792,0.864,0.31777903462043855
0.9809880429601259,0.8377108947725367,0.826,0.36302558658144685
0.982964779613061,0.882280077201134,0.9,0.32772703698784333
0.9921859185127059,0.9863836258349563,0.972,0.39559510918831287
0.9886962378875765,0.8710491948527924,0.904,0.34266472110570917
0.987926257854019,0.9516650897767024,0.938,0.343988120062083
0.9852286650218408,0.9472950970194515,0.912,0.32709818083379555
0.9723418287611721,0.9870863952140244,0.973,0.2848656341217041
0.9770136086220448,0.9970794735311925,0.984,0.31693153309411753
0.9806835395874313,0.9786782045000997,0.987,0.3488985165198437
0.9972467129715233,0.9009455839119647,0.924,0.40179332341975893
0.9889436242797122,0.8982285493651526,0.89,0.3395489443002573
0.9893305332549092,0.938294185415322,0.97,0.3644865874913873
0.9764326276298645,0.8814890369375917,0.903,0.3769476599085494
0.9921529541973366,0.9881849971532971,0.957,0.3302085974228795
0.9986128473225744,0.9746969970274738,0.973,0.29549124541582716
0.997570926660305,0.8432448142616917,0.853,0.40179332341975893
0.9880886295152496,0.9678343820934732,0.993,0.3196263648517011
0.9798968086190596,0.9752460936670041,0.989,0.3008294977786475
0.9893002695461189,0.9695457954004353,0.979,0.4295281450035109
0.9922807324723175,0.8462406429130406,0.844,0.3333206719584352
0.9888206516005339,0.913921052178949,0.898,0.3364341913717517
0.9999256490176973,0.9099142605679666,0.896,0.34127336498493654
0.9899597896666815,0.9225200176760279,0.928,0.3644865874913873
0.9999500433470344,0.9818199431855861,0.967,0.4141549787423916
0.9914987760728975,0.9457313082770067,0.966,0.3831708437949557
0.9888262415389799,0.9552460269982624,0.941,0.47194972020352366
0.9638249206155828,0.8902527611949249,0.879,0.32398963694705646
0.9775119725308823,0.9927250250995463,0.984,0.32088318218592055
0.9819136820333637,0.9758355789163672,0.98,0.3831708437949557
0.9603355839510422,0.9399938786591672,0.923,0.32709818083379555
0.9700214730007954,0.9644362191554274,0.932,0.4141549787423916
0.9965208933689822,0.8164994242403152,0.879,0.35825174878211685
0.9901758669319065,0.995487941993345,0.995,0.3494219875321799
0.9958029728101103,0.9652352557751852,0.961,0.3358489169554494
0.9814419504898663,0.9842349951978276,0.961,0.39869552270191977
0.9936656900702899,0.8928861468659328,0.892,0.36136936510749884
0.9797465938191618,0.9788397264065907,0.974,0.3800600206465401
0.979832139084131,0.9748665699571171,0.975,0.3061830971145952
0.9948402415991133,0.9974107077383126,0.987,0.35201612462660425
0.9909606372463284,0.9315787931594126,0.938,0.32709818083379555
0.9921135557906123,0.9060621917527375,0.871,0.3488985165198437
0.9954280920534304,0.9058696463328113,0.943,0.4141549787423916
0.96268079969109,0.9927007894957098,0.981,0.43564876397926233
0.9850762225388053,0.9352016317139533,0.925,0.32709818083379555
0.9727687411565372,0.9353465765382726,0.945,0.32398963694705646
0.9792373174520065,0.9687950151586431,0.967,0.3644865874913873
0.9865443535094401,0.966421767009555,0.952,0.2795807196530086
0.9902837237362235,0.9884677298411206,0.995,0.32398963694705646
0.968420249378619,0.8940311142646984,0.912,0.3893871432321445
0.9827947576586901,0.9871025508798031,0.991,0.45993745423522103
0.9975581698632136,0.9588682099445621,0.906,0.3676032206544302
0.9887880381796325,0.9270884479988866,0.918,0.3893871432321445
0.9910412864436516,0.9954798633596169,0.991,0.3676032206544302
0.9940448559611913,0.8597408600582883,0.879,0.31693153309411753
0.9751873963199207,0.9688757449723019,0.958,0.3924922572595171
0.991073954174569,0.951060296464419,0.981,0.29016955126960403
0.9849121301485073,0.9847034850751176,0.973,0.4110693341325311
0.990215442824771,0.8576018146144984,0.851,0.3035044544662396
0.9804139000473939,0.9109819864680894,0.913,0.31693153309411753
0.9806630874213504,0.9414440682553945,0.937,0.31467741394604554
0.9921748198013268,0.9671078833102943,0.969,0.3676032206544302
0.9955543772683384,0.8910210397744583,0.922,0.4048883389021878
0.9887747132409246,0.9738975972511364,0.978,0.31467741394604554
0.9946254181791485,0.9793242948132174,0.964,0.3676032206544302
0.9832695966590731,0.9155918724116283,0.933,0.35201612462660425
0.9719248046443875,0.8501353741855487,0.871,0.39869552270191977
0.9886598293321495,0.9801803863911319,0.981,0.32709818083379555
0.9789239994237076,0.7969999572247446,0.797,0.33313950817721655
0.9540581823664127,0.9167005976942119,0.891,0.39559510918831287
0.9972900801206043,0.9683268023947869,0.972,0.32709818083379555
0.9804914206783568,0.9858504969547418,0.967,0.44479517676179336
0.9843932266814088,0.9851962113343319,0.992,0.35825174878211685
0.972234686696334,0.8390006434908093,0.823,0.2928282525610862
0.9871525238864515,0.8807220926841697,0.883,0.45086805987131706
0.9720234096210789,0.9494557176850754,0.962,0.3644865874913873
0.9848338991705823,0.8877645641858601,0.843,0.3494219875321799
0.996102061627903,0.8311266050952454,0.866,0.407980398654856
0.9881768763855128,0.7844352915026407,0.803,0.36136936510749884
0.9837317337605417,0.813072344791743,0.827,0.2928282525610862
0.982355651063328,0.9378995090307539,0.924,0.3488985165198437
0.9807983271700231,0.9512780207710346,0.933,0.31693153309411753
0.9795414609599986,0.8985490839776517,0.897,0.32088318218592055
0.9879350866516388,0.9954233116442724,1,0.4203157387656553
0.9792887074691984,0.7095962740980221,0.733,0.3676032206544302
0.9917393156611541,0.9317397764562387,0.966,0.3738339474843464
0.9886498807438474,0.8971388635138666,0.908,0.3769476599085494
0.9995354645664027,0.9829587950212136,0.985,0.3924922572595171
0.9738293937834692,0.9857697203420219,0.974,0.34266472110570917
0.991948823291806,0.8761945909058936,0.905,0.35201612462660425
0.9801534650008036,0.9694569929646948,0.978,0.3551339356375234
0.9770615324494898,0.9257369679898684,0.967,0.3302085974228795
0.9897623390016426,0.9496734099578023,0.966,0.3924922572595171
0.9722928291358345,0.882911390681858,0.893,0.39559510918831287
0.9735654663733532,0.9325689001548424,0.949,0.3800600206465401
0.9879219485825451,0.9960615379187779,0.983,0.32088318218592055
0.9954262513424068,0.9119374527680718,0.903,0.32088318218592055
0.9611703069167413,0.938584161593107,0.932,0.3304321668905799
0.9917217682306768,0.9328909081712944,0.952,0.4048883389021878
0.9922822732387855,0.9070731523599188,0.917,0.34578131389160727
0.9839851832483432,0.9036557676575044,0.91,0.37071907117183533
0.9983912386707913,0.9622410718011986,0.995,0.4110693341325311
0.9825628746255352,0.9226567116430001,0.935,0.343988120062083
0.9938233893713166,0.9012101416149311,0.916,0.3893871432321445
0.9973723400926566,0.9503184563651861,0.929,0.3364341913717517
0.9885092048122721,0.9346863017930501,0.917,0.4048883389021878
0.9854385694562535,0.9201885185498255,0.945,0.34266472110570917
0.9951406499374407,0.9235573488893865,0.927,0.37071907117183533
0.9914712800707013,0.9497056631414881,0.96,0.35825174878211685
0.9835066035605143,0.9236377697401472,0.922,0.3333206719584352
0.9879647352452784,0.9199955970426383,0.908,0.3488985165198437
0.9831148877260328,0.9624993088934164,0.966,0.3142396423106419
0.9953242092437186,0.7626086398603866,0.752,0.3738339474843464
0.98740987931871,0.9256806612446374,0.909,0.3644865874913873
0.9993932917606593,0.9996647244448872,0.999,0.3488985165198437
0.997892097584282,0.8898366518497167,0.89,0.34578131389160727
0.9890905268640583,0.8434666440068714,0.845,0.3738339474843464
0.9668835541071662,0.9083731714661356,0.93,0.32088318218592055
0.9810603553744637,0.8451545955013657,0.868,0.35825174878211685
0.9553378484767618,0.8461217245108267,0.812,0.3333206719584352
0.9800576245137851,0.924248977427581,0.912,0.29016955126960403
0.9829585632804556,0.9875872255642093,0.99,0.3924922572595171
0.9772204526254835,0.9879426573065803,0.96,0.4203157387656553
0.9837131308154942,0.931683428123874,0.91,0.32088318218592055
0.9763808693449278,0.9951001602182288,0.962,0.3302085974228795
0.9735571170003495,0.971451118833818,0.995,0.37071907117183533
0.9886440922607377,0.8717349403793373,0.88,0.3494219875321799
0.9961865920180756,0.9628786029681219,0.959,0.3467043743105206
0.9989301123335854,0.977313384994743,0.982,0.37071907117183533
0.9811188095262834,0.9179139626904853,0.949,0.3364341913717517
0.9967838041397643,0.9033349774242356,0.861,0.308865275597143
0.9870519777306379,0.9231391842498,0.928,0.3676032206544302
0.9981894542056766,0.9341629432442414,0.919,0.3769476599085494
0.9922855050285775,0.948713969310796,0.964,0.32709818083379555
0.9957199875076115,0.9543749037185579,0.969,0.3333206719584352
0.9918641475385443,0.8575223102514902,0.867,0.35825174878211685
0.9970910547363974,0.9994789091140437,0.996,0.32088318218592055
0.9926650284581402,0.9879265010265169,0.983,0.3395489443002573
0.9851149379887167,0.9293735766187763,0.92,0.3924922572595171
0.9780639916834445,0.9918121491048019,0.991,0.42646138512361964
0.9822873168889986,0.9858908854942953,0.958,0.28751529411985716
0.9901449219313844,0.8808578903565288,0.869,0.34578131389160727
0.9835239884667567,0.8794680457872479,0.891,0.34578131389160727
0.9897661774860829,0.9589085506138196,0.957,0.3364341913717517
0.9909852460274308,0.8511116161649702,0.841,0.3035044544662396
0.9746307742396664,0.9565850826553817,0.973,0.32088318218592055
0.9869046166797161,0.921563220267989,0.909,0.3862799453533804
0.974570901364681,0.9318685702369496,0.918,0.34578131389160727
0.9670793192651366,0.9929269900775262,0.975,0.3769476599085494
0.9882726565699744,0.9024368464803607,0.905,0.3800600206465401
0.9821627318202296,0.8548281728263296,0.847,0.35201612462660425
0.9870173972776454,0.864459926099423,0.854,0.42646138512361964
0.987394978259751,0.8260995273620082,0.82,0.32232399036709214
0.9893941952342749,0.9636049367689845,0.956,0.407980398654856
0.9940703625379237,0.9737199568564706,0.994,0.40179332341975893
0.9943019291932986,0.9388660887775411,0.918,0.32088318218592055
0.989396862690476,0.957658029434004,0.962,0.35825174878211685
0.988922012773995,0.8525327383320837,0.858,0.2928282525610862
0.9687390009517349,0.840298741893495,0.84,0.3302085974228795
0.970136170049464,0.8639742634563795,0.895,0.4203157387656553
0.9964224050897836,0.9917959921820051,0.987,0.35825174878211685
0.9735022590755168,0.9569965040322723,0.933,0.3302085974228795
0.9643141598321379,0.9724442140083422,0.982,0.407980398654856
0.9981878916597412,0.774988207843322,0.804,0.3364341913717517
0.9848762853084134,0.9391319168238889,0.953,0.3035044544662396
0.9707635750715506,0.9257852295792819,0.924,0.32709818083379555
0.990377481511528,0.9947043010528421,0.982,0.34266472110570917
0.9976397022719746,0.9699817450955318,0.997,0.3395489443002573
0.9915491491614092,0.9104842301989661,0.904,0.40179332341975893
0.9845971942093007,0.8228282388434073,0.808,0.34266472110570917
0.9941930006835166,0.9953829178826201,0.974,0.3831708437949557
0.9857106000241596,0.8146518257793994,0.835,0.3333206719584352
0.9771679205810299,0.9084614574040567,0.917,0.3551339356375234
0.9894470357754301,0.9001199346346107,0.897,0.3769476599085494
0.998301800285232,0.9656146078922552,0.962,0.37071907117183533
0.9880922834197795,0.9410895603495608,0.89,0.31777903462043855
0.9871638228766696,0.874901760866463,0.892,0.44175117254461493
0.970665932751795,0.8983647737020737,0.899,0.3061830971145952
0.9971068238415706,0.9528425024420343,0.961,0.39559510918831287
0.990935626044033,0.8502782206404841,0.844,0.3893871432321445
0.9897676772029094,0.980979962748161,0.981,0.3862799453533804
0.9861646315079229,0.9271769473125964,0.933,0.35825174878211685
0.9753593788018695,0.8976115717717538,0.88,0.31155084033413977
0.9877824713924416,0.9548588547072043,0.961,0.3488985165198437
0.9737418139383978,0.9046984449646308,0.863,0.4141549787423916
0.986457894584171,0.9904549730221455,0.985,0.3644865874913873
0.9736656190937666,0.9727268094681324,0.983,0.34266472110570917
0.9913190978666934,0.9452638244251399,0.952,0.4110693341325311
0.9922118044848468,0.9416293858600192,0.96,0.31467741394604554
0.9967229673576794,0.9089590698725306,0.898,0.3676032206544302
0.9925582579543702,0.9974107077569362,0.999,0.32398963694705646
0.9779903993686742,0.9488026541188297,0.943,0.3644865874913873
0.9757750155000913,0.9805761330568012,1,0.26645966814498995
0.9978159292471442,0.6846424430176509,0.71,0.32088318218592055
0.988439058957238,0.8747900471975307,0.879,0.3304321668905799
0.9888323637391623,0.9253991282953103,0.915,0.31777903462043855
0.9770193227082636,0.995803015541952,0.981,0.34266472110570917
0.9965078030890884,0.946988772585445,0.956,0.3521408203085371
0.9838029161312659,0.8442510976423208,0.809,0.32772703698784333
0.981786965473821,0.9667850026918425,0.968,0.3831708437949557
0.959955335964288,0.9567625560626886,0.986,0.4233905307780288
0.9988474566215778,0.986537103453248,0.968,0.35825174878211685
0.9949554839561684,0.9390996911154064,0.924,0.35201612462660425
0.9930376965508202,0.995399075407466,0.999,0.3738339474843464
0.9703614350086741,0.939349411909568,0.949,0.3924922572595171
0.9564073054374103,0.9176969837976063,0.907,0.3893871432321445
0.9960076628794362,0.9546007478844745,0.968,0.39559510918831287
0.9935944355201686,0.9734454240955697,0.981,0.34266472110570917
0.9922250611962578,0.8975554814825699,0.866,0.40179332341975893
0.9978339716717027,0.8552174891311954,0.851,0.3831708437949557
0.9989196992314142,0.8799951858665845,0.9,0.3061830971145952
0.9871084552669805,0.9648639825654349,0.967,0.36136936510749884
0.997896690265631,0.8341050923988367,0.827,0.27169167432962865
0.9835759263582808,0.9907619509644348,0.999,0.29549124541582716
0.9912545553160841,0.9457554892234151,0.968,0.3831708437949557
0.9798955282970019,0.9436277801517987,0.894,0.3364341913717517
0.9995203010502488,0.9867632813730157,0.993,0.3800600206465401
0.9944301147261592,0.9858989631723398,0.96,0.39869552270191977
0.98294811404788,0.9163631417282081,0.948,0.32088318218592055
0.9693419657190592,0.9318846673481439,0.916,0.40179332341975893
0.978185529818187,0.841335945959553,0.84,0.3488985165198437
0.9720890971755917,0.7600396500431001,0.77,0.3061830971145952
0.9899532013115994,0.9323515471922197,0.896,0.3364341913717517
0.9962892085664149,0.9372793379817487,0.948,0.3769476599085494
0.9582000647730718,0.9669545146952557,0.94,0.37071907117183533
0.9938985220465334,0.996425085752367,0.983,0.4203157387656553
0.9764691632424571,0.8392855557087172,0.857,0.34578131389160727
0.9786242557118439,0.9011299732311289,0.891,0.29549124541582716
0.9925262096615113,0.8934465908678365,0.923,0.3395489443002573
0.9858066136696382,0.9828941777044854,0.995,0.3893871432321445
0.9894015186413111,0.9967643978387701,1,0.343988120062083
0.996729686726624,0.9591263932572613,0.977,0.32709818083379555
0.9977292451401886,0.9917152065604029,0.995,0.3395489443002573
0.9891403208327456,0.8924538346042007,0.912,0.3644865874913873
0.9770376871107774,0.907811404745802,0.93,0.31467741394604554
0.98053874637009,0.9519957236919463,0.957,0.4141549787423916
0.9990240280130045,0.930959022433992,0.94,0.3488985165198437
0.9937178737727401,0.8643404919466224,0.834,0.3304321668905799
0.9934896049746913,0.9369008066717912,0.926,0.3551339356375234
0.9938697680194247,0.9308302464788977,0.937,0.3769476599085494
0.9981193591439272,0.9684398183538737,0.99,0.4233905307780288
0.9849570300710939,0.9432006722646332,0.94,0.4110693341325311
0.9974943198640525,0.9646379939683319,0.958,0.3738339474843464
0.9568966976942507,0.9520118514259359,0.94,0.34266472110570917
0.9778795250493342,0.9404128035037809,0.937,0.34578131389160727
0.9752415148312477,0.9400905480738657,0.969,0.24322248230012844
0.9871933543985242,0.9776687166356736,0.961,0.32398963694705646
